subscriber_id,record_opening_time,record_closing_time,cc_total_octets_bytes,cc_input_octets_bytes,cc_output_octets_bytes,load_date
SUB_53694A69,2026-05-19 07:37:00,2026-05-19 07:59:00,36914245,27952921,8961324,2026-05-17 05:04:50
SUB_692D7D22,2026-05-20 18:36:00,2026-05-20 19:49:00,70296459,65086016,5210443,2026-05-17 05:04:50
SUB_7218933C,2026-05-18 17:39:00,2026-05-18 20:20:00,112149027,109088232,3060795,2026-05-17 05:04:50
SUB_7351513A,2026-05-20 05:18:00,2026-05-20 07:24:00,37395511,30902829,6492682,2026-05-17 05:04:50
SUB_777B0717,2026-05-17 00:20:00,2026-05-17 01:26:00,96229825,88098045,8131780,2026-05-17 05:04:50
SUB_308131EA,2026-05-21 01:52:00,2026-05-21 02:24:00,39913615,36301121,3612494,2026-05-17 05:04:50
SUB_2EBB92AF,2026-05-20 02:48:00,2026-05-20 04:59:00,100873244,91671987,9201257,2026-05-17 05:04:50
SUB_7834CF45,2026-05-22 05:59:00,2026-05-22 06:38:00,34518621,25280712,9237909,2026-05-17 05:04:50
SUB_6331C875,2026-05-20 00:05:00,2026-05-20 01:29:00,58937925,52036348,6901577,2026-05-17 05:04:50
SUB_79C7CC4C,2026-05-17 23:46:00,2026-05-18 01:45:00,100835394,97927641,2907753,2026-05-17 05:04:50
SUB_53694A69,2026-05-20 03:02:00,2026-05-20 05:15:00,91739791,88778759,2961032,2026-05-17 05:04:50
SUB_138B3A1F,2026-05-19 17:07:00,2026-05-19 20:02:00,53343931,48057147,5286784,2026-05-17 05:04:50
SUB_6F6A5C0A,2026-05-18 06:14:00,2026-05-18 07:49:00,108922270,99215651,9706619,2026-05-17 05:04:50
SUB_2EBB92AF,2026-05-22 01:16:00,2026-05-22 02:50:00,61418775,59060925,2357850,2026-05-17 05:04:50
SUB_AB78EE11,2026-05-22 09:55:00,2026-05-22 12:15:00,12213531,11864183,349348,2026-05-17 05:04:50
SUB_777B0717,2026-05-23 10:11:00,2026-05-23 12:45:00,37482918,34939538,2543380,2026-05-17 05:04:50
SUB_308131EA,2026-05-22 16:56:00,2026-05-22 19:11:00,92733739,89955486,2778253,2026-05-17 05:04:50
SUB_AD8C19B0,2026-05-18 15:30:00,2026-05-18 15:39:00,14640009,6120003,8520006,2026-05-17 05:04:50
SUB_3A16BB29,2026-05-22 15:39:00,2026-05-22 16:20:00,84142536,79616073,4526463,2026-05-17 05:04:50
SUB_734C7E29,2026-05-18 04:57:00,2026-05-18 05:45:00,8739215,7340671,1398544,2026-05-17 05:04:50
SUB_18E3D83F,2026-05-18 23:02:00,2026-05-19 00:04:00,41074003,31780537,9293466,2026-05-17 05:04:50
SUB_C93B82A3,2026-05-22 12:44:00,2026-05-22 13:34:00,59780990,54470356,5310634,2026-05-17 05:04:50
SUB_2EBB92AF,2026-05-17 02:58:00,2026-05-17 04:32:00,75619828,73941803,1678025,2026-05-17 05:04:50
SUB_105653E3,2026-05-19 17:50:00,2026-05-19 20:36:00,21149141,18085003,3064138,2026-05-17 05:04:50
SUB_EC2AC8D4,2026-05-20 20:37:00,2026-05-20 21:49:00,78392927,75200922,3192005,2026-05-17 05:04:50
SUB_768345F6,2026-05-21 12:49:00,2026-05-21 15:33:00,43849277,39655687,4193590,2026-05-17 05:04:50
SUB_AFBD0939,2026-05-23 03:20:00,2026-05-23 06:07:00,46362091,37928706,8433385,2026-05-17 05:04:50
SUB_C93B82A3,2026-05-18 04:38:00,2026-05-18 05:27:00,38349118,28403300,9945818,2026-05-17 05:04:50
SUB_8BEBFAA0,2026-05-17 13:15:00,2026-05-17 13:57:00,110426768,101687757,8739011,2026-05-17 05:04:50
SUB_AD8C19B0,2026-05-19 15:27:00,2026-05-19 16:15:00,69834718,61932955,7901763,2026-05-17 05:04:50
SUB_C21209C3,2026-05-23 03:07:00,2026-05-23 03:16:00,45374240,44280527,1093713,2026-05-17 05:04:50
SUB_11633489,2026-05-17 01:14:00,2026-05-17 03:16:00,45533554,41034522,4499032,2026-05-17 05:04:50
SUB_D3DFA2F0,2026-05-20 04:16:00,2026-05-20 05:50:00,12822399,12602040,220359,2026-05-17 05:04:50
SUB_BEA8BB8E,2026-05-17 14:21:00,2026-05-17 15:17:00,82617615,82149025,468590,2026-05-17 05:04:50
SUB_734C7E29,2026-05-21 22:44:00,2026-05-21 23:54:00,88737419,82341426,6395993,2026-05-17 05:04:50
SUB_8BA13E23,2026-05-22 07:46:00,2026-05-22 09:07:00,9385442,4822955,4562487,2026-05-17 05:04:50
SUB_7351513A,2026-05-23 06:31:00,2026-05-23 06:56:00,116523880,113742403,2781477,2026-05-17 05:04:50
SUB_5ED67281,2026-05-19 01:35:00,2026-05-19 03:15:00,117255078,115177114,2077964,2026-05-17 05:04:50
SUB_AD8C19B0,2026-05-18 04:20:00,2026-05-18 06:03:00,17714350,7868324,9846026,2026-05-17 05:04:50
SUB_DBB8FA6E,2026-05-19 07:20:00,2026-05-19 09:21:00,102963423,95334156,7629267,2026-05-17 05:04:50
SUB_692D7D22,2026-05-17 03:17:00,2026-05-17 05:44:00,108926283,101496405,7429878,2026-05-17 05:04:50
SUB_7351513A,2026-05-20 05:55:00,2026-05-20 06:50:00,55987701,50207107,5780594,2026-05-17 05:04:50
SUB_2922DC01,2026-05-19 14:23:00,2026-05-19 17:09:00,48990410,47153216,1837194,2026-05-17 05:04:50
SUB_49CFDEE0,2026-05-17 21:10:00,2026-05-17 23:18:00,68434725,65416379,3018346,2026-05-17 05:04:50
SUB_6704A0B6,2026-05-22 07:35:00,2026-05-22 07:43:00,19432641,12774811,6657830,2026-05-17 05:04:50
SUB_D50EFA74,2026-05-18 14:21:00,2026-05-18 14:51:00,67311704,60080290,7231414,2026-05-17 05:04:50
SUB_D7791E4A,2026-05-19 19:56:00,2026-05-19 20:41:00,74110414,67729299,6381115,2026-05-17 05:04:50
SUB_734C7E29,2026-05-20 16:30:00,2026-05-20 17:12:00,44267486,40591736,3675750,2026-05-17 05:04:50
SUB_BEA8BB8E,2026-05-18 03:55:00,2026-05-18 04:31:00,16604770,11875445,4729325,2026-05-17 05:04:50
SUB_F0B7E67A,2026-05-22 11:36:00,2026-05-22 12:25:00,104307873,98775837,5532036,2026-05-17 05:04:50
SUB_908310A7,2026-05-17 15:07:00,2026-05-17 16:36:00,35569383,26638966,8930417,2026-05-17 05:04:50
SUB_8DF944C3,2026-05-16 22:10:00,2026-05-17 00:24:00,108482906,108335093,147813,2026-05-17 05:04:50
SUB_2922DC01,2026-05-16 15:27:00,2026-05-16 17:03:00,15249501,5939849,9309652,2026-05-17 05:04:50
SUB_5D28F217,2026-05-17 18:38:00,2026-05-17 21:05:00,5295272,3758865,1536407,2026-05-17 05:04:50
SUB_339381EB,2026-05-20 18:15:00,2026-05-20 21:00:00,119321671,117018762,2302909,2026-05-17 05:04:50
SUB_17963822,2026-05-19 22:00:00,2026-05-19 22:08:00,14467644,13907227,560417,2026-05-17 05:04:50
SUB_80171029,2026-05-22 20:56:00,2026-05-22 23:30:00,65414977,57711846,7703131,2026-05-17 05:04:50
SUB_D7791E4A,2026-05-21 21:11:00,2026-05-21 21:38:00,61742745,59593374,2149371,2026-05-17 05:04:50
SUB_3A16BB29,2026-05-17 16:37:00,2026-05-17 17:06:00,55887010,50822329,5064681,2026-05-17 05:04:50
SUB_8BA13E23,2026-05-20 20:50:00,2026-05-20 21:06:00,106624834,102136476,4488358,2026-05-17 05:04:50
SUB_D7791E4A,2026-05-17 18:31:00,2026-05-17 21:19:00,80936361,71314751,9621610,2026-05-17 05:04:50
SUB_C4916B35,2026-05-17 04:21:00,2026-05-17 06:45:00,9624916,3731194,5893722,2026-05-17 05:04:50
SUB_BE4DE22B,2026-05-20 23:30:00,2026-05-21 00:39:00,54733718,49563041,5170677,2026-05-17 05:04:50
SUB_AEB8067D,2026-05-22 22:02:00,2026-05-23 00:26:00,41484869,36027658,5457211,2026-05-17 05:04:50
SUB_3A16BB29,2026-05-16 22:41:00,2026-05-17 01:30:00,22450379,16564012,5886367,2026-05-17 05:04:50
SUB_A1B4C210,2026-05-22 02:56:00,2026-05-22 04:16:00,83494020,77962536,5531484,2026-05-17 05:04:50
SUB_138B3A1F,2026-05-18 17:01:00,2026-05-18 19:46:00,73695944,72977464,718480,2026-05-17 05:04:50
SUB_79C7CC4C,2026-05-19 19:44:00,2026-05-19 21:37:00,61775616,54776981,6998635,2026-05-17 05:04:50
SUB_20CC0E16,2026-05-23 02:24:00,2026-05-23 03:39:00,34370459,33876968,493491,2026-05-17 05:04:50
SUB_E34CBFAF,2026-05-17 22:07:00,2026-05-18 00:24:00,67680769,63012970,4667799,2026-05-17 05:04:50
SUB_4FF7429D,2026-05-23 03:41:00,2026-05-23 04:50:00,100611871,96636019,3975852,2026-05-17 05:04:50
SUB_8BEBFAA0,2026-05-17 18:07:00,2026-05-17 19:47:00,66995428,63033160,3962268,2026-05-17 05:04:50
SUB_E34CBFAF,2026-05-17 14:30:00,2026-05-17 16:39:00,24091113,19912994,4178119,2026-05-17 05:04:50
SUB_F0B7E67A,2026-05-20 05:32:00,2026-05-20 06:54:00,98740336,98304889,435447,2026-05-17 05:04:50
SUB_E4A395F7,2026-05-18 07:51:00,2026-05-18 10:13:00,58288356,56435748,1852608,2026-05-17 05:04:50
SUB_F7AEB7C3,2026-05-18 15:31:00,2026-05-18 17:49:00,44965908,36198677,8767231,2026-05-17 05:04:50
SUB_6F6A5C0A,2026-05-21 03:22:00,2026-05-21 06:21:00,12879924,6313855,6566069,2026-05-17 05:04:50
SUB_7F6F4439,2026-05-18 13:39:00,2026-05-18 15:52:00,102287122,99114908,3172214,2026-05-17 05:04:50
SUB_46D9B92C,2026-05-20 17:08:00,2026-05-20 19:55:00,87380166,82897541,4482625,2026-05-17 05:04:50
SUB_C21209C3,2026-05-21 15:17:00,2026-05-21 17:31:00,55224338,47215423,8008915,2026-05-17 05:04:50
SUB_277F8422,2026-05-23 08:12:00,2026-05-23 08:39:00,59557932,50315590,9242342,2026-05-17 05:04:50
SUB_BE4DE22B,2026-05-18 03:57:00,2026-05-18 04:36:00,45818558,41120019,4698539,2026-05-17 05:04:50
SUB_8DF944C3,2026-05-19 12:21:00,2026-05-19 14:50:00,93306869,84741246,8565623,2026-05-17 05:04:50
SUB_49CFDEE0,2026-05-20 02:42:00,2026-05-20 05:25:00,47100125,46648023,452102,2026-05-17 05:04:50
SUB_2922DC01,2026-05-20 10:09:00,2026-05-20 12:24:00,69951463,66111297,3840166,2026-05-17 05:04:50
SUB_768345F6,2026-05-18 06:26:00,2026-05-18 06:49:00,100187063,99268918,918145,2026-05-17 05:04:50
SUB_5D28F217,2026-05-20 19:00:00,2026-05-20 20:23:00,28500544,19533404,8967140,2026-05-17 05:04:50
SUB_5487BF35,2026-05-17 06:22:00,2026-05-17 07:33:00,64060857,54074761,9986096,2026-05-17 05:04:50
SUB_A302D2B1,2026-05-23 06:55:00,2026-05-23 09:23:00,30084460,26248413,3836047,2026-05-17 05:04:50
SUB_6331C875,2026-05-21 09:37:00,2026-05-21 10:32:00,96405247,87661779,8743468,2026-05-17 05:04:50
SUB_18E3D83F,2026-05-22 16:14:00,2026-05-22 16:20:00,118554847,111560346,6994501,2026-05-17 05:04:50
SUB_BC5A4471,2026-05-17 11:53:00,2026-05-17 13:48:00,101955892,100896024,1059868,2026-05-17 05:04:50
SUB_105653E3,2026-05-18 12:03:00,2026-05-18 12:38:00,68782364,58826254,9956110,2026-05-17 05:04:50
SUB_C814CE06,2026-05-21 22:05:00,2026-05-21 23:56:00,58927091,57526950,1400141,2026-05-17 05:04:50
SUB_908310A7,2026-05-18 02:31:00,2026-05-18 04:46:00,93749670,85735578,8014092,2026-05-17 05:04:50
SUB_DBCD12C2,2026-05-19 08:51:00,2026-05-19 11:13:00,6793877,4998492,1795385,2026-05-17 05:04:50
SUB_6FE9302A,2026-05-20 23:58:00,2026-05-21 02:14:00,116610793,115420809,1189984,2026-05-17 05:04:50
SUB_6704A0B6,2026-05-22 14:42:00,2026-05-22 16:46:00,41852700,34072592,7780108,2026-05-17 05:04:50
SUB_18E3D83F,2026-05-17 06:22:00,2026-05-17 07:45:00,78424053,74350212,4073841,2026-05-17 05:04:50
SUB_B34492DF,2026-05-19 08:40:00,2026-05-19 09:18:00,16790491,12562574,4227917,2026-05-17 05:04:50
SUB_E5E91216,2026-05-17 00:33:00,2026-05-17 02:18:00,88109499,78202077,9907422,2026-05-17 05:04:50
SUB_C93B82A3,2026-05-19 10:32:00,2026-05-19 10:53:00,87859649,78233463,9626186,2026-05-17 05:04:50
SUB_105653E3,2026-05-17 17:23:00,2026-05-17 18:07:00,118260179,108852899,9407280,2026-05-17 05:04:50
SUB_308131EA,2026-05-18 20:34:00,2026-05-18 22:15:00,22180236,21272373,907863,2026-05-17 05:04:50
SUB_D52A65F4,2026-05-19 01:30:00,2026-05-19 02:58:00,76906067,74303481,2602586,2026-05-17 05:04:50
SUB_C4916B35,2026-05-19 12:52:00,2026-05-19 14:10:00,102413774,96081916,6331858,2026-05-17 05:04:50
SUB_7351513A,2026-05-22 08:08:00,2026-05-22 08:48:00,119780851,113897377,5883474,2026-05-17 05:04:50
SUB_EC2AC8D4,2026-05-17 22:20:00,2026-05-18 01:17:00,122334813,118562744,3772069,2026-05-17 05:04:50
SUB_EC2AC8D4,2026-05-20 11:43:00,2026-05-20 14:32:00,65192959,60516025,4676934,2026-05-17 05:04:50
SUB_B34492DF,2026-05-20 02:36:00,2026-05-20 03:08:00,10687680,9339895,1347785,2026-05-17 05:04:50
SUB_17963822,2026-05-20 02:24:00,2026-05-20 03:13:00,98445421,95985449,2459972,2026-05-17 05:04:50
SUB_16D92688,2026-05-17 10:29:00,2026-05-17 11:14:00,18144732,13748036,4396696,2026-05-17 05:04:50
SUB_E5E91216,2026-05-20 02:44:00,2026-05-20 05:32:00,30197024,25723096,4473928,2026-05-17 05:04:50
SUB_2922DC01,2026-05-22 14:00:00,2026-05-22 16:52:00,126628744,117071599,9557145,2026-05-17 05:04:50
SUB_C93B82A3,2026-05-21 16:19:00,2026-05-21 18:51:00,107580643,97989168,9591475,2026-05-17 05:04:50
SUB_5DDC4B0B,2026-05-18 06:35:00,2026-05-18 06:59:00,5512356,5425548,86808,2026-05-17 05:04:50
SUB_79C7CC4C,2026-05-16 12:15:00,2026-05-16 12:23:00,44884084,40338915,4545169,2026-05-17 05:04:50
SUB_B286B60E,2026-05-19 12:44:00,2026-05-19 13:36:00,6235759,2598341,3637418,2026-05-17 05:04:50
SUB_6EDA1624,2026-05-19 21:47:00,2026-05-19 23:57:00,83918943,79597445,4321498,2026-05-17 05:04:50
SUB_7351513A,2026-05-19 16:33:00,2026-05-19 18:05:00,86947508,82906569,4040939,2026-05-17 05:04:50
SUB_5EEC9E8B,2026-05-16 16:54:00,2026-05-16 17:31:00,78643703,71695417,6948286,2026-05-17 05:04:50
SUB_6EDA1624,2026-05-21 14:48:00,2026-05-21 15:38:00,10479838,9515025,964813,2026-05-17 05:04:50
SUB_C4916B35,2026-05-21 13:43:00,2026-05-21 14:54:00,96047434,92754139,3293295,2026-05-17 05:04:50
SUB_E34CBFAF,2026-05-21 09:30:00,2026-05-21 11:46:00,55800633,46544064,9256569,2026-05-17 05:04:50
SUB_AFBD0939,2026-05-22 09:20:00,2026-05-22 11:54:00,42601004,39378170,3222834,2026-05-17 05:04:50
SUB_277F8422,2026-05-22 00:43:00,2026-05-22 01:48:00,66710672,62430006,4280666,2026-05-17 05:04:50
SUB_5AC236BE,2026-05-18 05:46:00,2026-05-18 06:29:00,58331078,49803120,8527958,2026-05-17 05:04:50
SUB_692D7D22,2026-05-17 13:55:00,2026-05-17 14:15:00,105983311,102232719,3750592,2026-05-17 05:04:50
SUB_EC2AC8D4,2026-05-19 11:24:00,2026-05-19 13:38:00,54931946,54699569,232377,2026-05-17 05:04:50
SUB_79C7CC4C,2026-05-18 11:36:00,2026-05-18 12:31:00,35559029,30940720,4618309,2026-05-17 05:04:50
SUB_5EEC9E8B,2026-05-20 02:54:00,2026-05-20 05:43:00,88186305,86811364,1374941,2026-05-17 05:04:50
SUB_181C01B5,2026-05-21 16:45:00,2026-05-21 19:18:00,109130600,106895644,2234956,2026-05-17 05:04:50
SUB_768345F6,2026-05-21 08:00:00,2026-05-21 09:14:00,60127885,55726824,4401061,2026-05-17 05:04:50
SUB_80171029,2026-05-18 12:52:00,2026-05-18 15:15:00,120571966,113863206,6708760,2026-05-17 05:04:50
SUB_AEB8067D,2026-05-21 19:23:00,2026-05-21 20:50:00,59366166,54801584,4564582,2026-05-17 05:04:50
SUB_908310A7,2026-05-17 22:16:00,2026-05-17 22:26:00,50974540,44251568,6722972,2026-05-17 05:04:50
SUB_181C01B5,2026-05-18 16:04:00,2026-05-18 16:08:00,95999131,92642631,3356500,2026-05-17 05:04:50
SUB_A791FFC1,2026-05-21 22:41:00,2026-05-22 01:41:00,83811758,79719303,4092455,2026-05-17 05:04:50
SUB_ED407866,2026-05-17 01:29:00,2026-05-17 04:18:00,70983406,66603804,4379602,2026-05-17 05:04:50
SUB_1600888D,2026-05-20 17:53:00,2026-05-20 19:40:00,35602905,35373890,229015,2026-05-17 05:04:50
SUB_AFBD0939,2026-05-22 02:56:00,2026-05-22 03:40:00,57469102,48342297,9126805,2026-05-17 05:04:50
SUB_277F8422,2026-05-19 07:32:00,2026-05-19 10:22:00,19015562,11293165,7722397,2026-05-17 05:04:50
SUB_8BA13E23,2026-05-17 13:04:00,2026-05-17 15:31:00,88687063,88155857,531206,2026-05-17 05:04:50
SUB_17963822,2026-05-22 21:44:00,2026-05-23 00:18:00,67772618,60438432,7334186,2026-05-17 05:04:50
SUB_339381EB,2026-05-23 00:42:00,2026-05-23 03:01:00,39563230,38484929,1078301,2026-05-17 05:04:50
SUB_31D3D7A4,2026-05-21 15:58:00,2026-05-21 16:58:00,38931803,29627888,9303915,2026-05-17 05:04:50
SUB_11633489,2026-05-23 10:47:00,2026-05-23 12:42:00,54298144,48955994,5342150,2026-05-17 05:04:50
SUB_D3DFA2F0,2026-05-19 23:48:00,2026-05-20 01:06:00,112197221,109146721,3050500,2026-05-17 05:04:50
SUB_308131EA,2026-05-21 04:55:00,2026-05-21 07:53:00,107358711,101521677,5837034,2026-05-17 05:04:50
SUB_CBB1AED0,2026-05-21 23:19:00,2026-05-22 01:13:00,63540969,59611089,3929880,2026-05-17 05:04:50
SUB_23C6D19A,2026-05-21 00:31:00,2026-05-21 03:07:00,84474913,74986431,9488482,2026-05-17 05:04:50
SUB_A1B4C210,2026-05-17 05:01:00,2026-05-17 07:59:00,21368789,18485795,2882994,2026-05-17 05:04:50
SUB_7351513A,2026-05-22 20:30:00,2026-05-22 21:56:00,16717777,15524721,1193056,2026-05-17 05:04:50
SUB_C814CE06,2026-05-21 11:35:00,2026-05-21 14:08:00,118382216,114143603,4238613,2026-05-17 05:04:50
SUB_D52A65F4,2026-05-17 04:26:00,2026-05-17 06:55:00,47439228,41826559,5612669,2026-05-17 05:04:50
SUB_BEA8BB8E,2026-05-18 20:01:00,2026-05-18 20:06:00,121860894,114588032,7272862,2026-05-17 05:04:50
SUB_21428928,2026-05-21 21:43:00,2026-05-22 00:33:00,110789054,103276344,7512710,2026-05-17 05:04:50
SUB_8362D113,2026-05-16 20:18:00,2026-05-16 20:54:00,29271212,20961103,8310109,2026-05-17 05:04:50
SUB_B34492DF,2026-05-19 16:56:00,2026-05-19 17:32:00,42938880,36143290,6795590,2026-05-17 05:04:50
SUB_AEDC4BD3,2026-05-17 04:34:00,2026-05-17 06:55:00,112481509,103869376,8612133,2026-05-17 05:04:50
SUB_16D92688,2026-05-21 23:12:00,2026-05-22 01:33:00,84499977,79783778,4716199,2026-05-17 05:04:50
SUB_E5E91216,2026-05-17 10:27:00,2026-05-17 12:11:00,27544111,22620973,4923138,2026-05-17 05:04:50
SUB_A1383BB7,2026-05-20 23:34:00,2026-05-21 01:55:00,29037894,20639382,8398512,2026-05-17 05:04:50
SUB_F9C262ED,2026-05-17 07:47:00,2026-05-17 09:30:00,112117482,111307868,809614,2026-05-17 05:04:50
SUB_7351513A,2026-05-23 06:12:00,2026-05-23 07:27:00,22505897,18417475,4088422,2026-05-17 05:04:50
SUB_DBCD12C2,2026-05-21 00:10:00,2026-05-21 02:04:00,17713017,10137896,7575121,2026-05-17 05:04:50
SUB_3A16BB29,2026-05-22 23:43:00,2026-05-23 00:36:00,124025611,117698633,6326978,2026-05-17 05:04:50
SUB_E7D13122,2026-05-18 04:12:00,2026-05-18 06:51:00,86572651,85230872,1341779,2026-05-17 05:04:50
SUB_CBB1AED0,2026-05-22 01:02:00,2026-05-22 01:26:00,53614007,52089893,1524114,2026-05-17 05:04:50
SUB_0B36B93D,2026-05-22 14:54:00,2026-05-22 16:09:00,66001251,64346368,1654883,2026-05-17 05:04:50
SUB_B7AC9740,2026-05-18 05:05:00,2026-05-18 07:29:00,57890795,55563621,2327174,2026-05-17 05:04:50
SUB_5D28F217,2026-05-21 10:32:00,2026-05-21 11:07:00,24095071,18058729,6036342,2026-05-17 05:04:50
SUB_B34492DF,2026-05-18 20:07:00,2026-05-18 20:46:00,62754564,56896437,5858127,2026-05-17 05:04:50
SUB_5D28F217,2026-05-20 14:09:00,2026-05-20 16:13:00,106873347,101932992,4940355,2026-05-17 05:04:50
SUB_105653E3,2026-05-16 18:30:00,2026-05-16 20:24:00,29872527,27946109,1926418,2026-05-17 05:04:50
SUB_A791FFC1,2026-05-21 02:12:00,2026-05-21 02:35:00,71896722,66846073,5050649,2026-05-17 05:04:50
SUB_E4A395F7,2026-05-23 02:35:00,2026-05-23 05:35:00,77430909,70684609,6746300,2026-05-17 05:04:50
SUB_6F6A5C0A,2026-05-22 22:49:00,2026-05-22 23:22:00,72736201,71689356,1046845,2026-05-17 05:04:50
SUB_AEDC4BD3,2026-05-21 15:36:00,2026-05-21 17:34:00,93077551,87737661,5339890,2026-05-17 05:04:50
SUB_2A4C73F5,2026-05-19 21:16:00,2026-05-19 23:54:00,126863316,118264892,8598424,2026-05-17 05:04:50
SUB_A4D45831,2026-05-19 11:27:00,2026-05-19 12:21:00,120783422,116197400,4586022,2026-05-17 05:04:50
SUB_A302D2B1,2026-05-20 10:31:00,2026-05-20 11:37:00,112103212,109494293,2608919,2026-05-17 05:04:50
SUB_21428928,2026-05-20 20:04:00,2026-05-20 20:16:00,45642575,38462336,7180239,2026-05-17 05:04:50
SUB_AEB8067D,2026-05-17 19:44:00,2026-05-17 20:55:00,14592284,13693842,898442,2026-05-17 05:04:50
SUB_79C7CC4C,2026-05-17 10:14:00,2026-05-17 12:20:00,98970953,92921436,6049517,2026-05-17 05:04:50
SUB_DBB8FA6E,2026-05-21 12:30:00,2026-05-21 13:59:00,2515871,1673802,842069,2026-05-17 05:04:50
SUB_B34492DF,2026-05-16 15:31:00,2026-05-16 16:10:00,108073983,107081513,992470,2026-05-17 05:04:50
SUB_A1383BB7,2026-05-22 16:33:00,2026-05-22 16:51:00,64697905,56397363,8300542,2026-05-17 05:04:50
SUB_718397CA,2026-05-20 02:47:00,2026-05-20 05:44:00,96047965,89932141,6115824,2026-05-17 05:04:50
SUB_21428928,2026-05-18 17:51:00,2026-05-18 20:16:00,25366134,23741192,1624942,2026-05-17 05:04:50
SUB_3A16BB29,2026-05-21 23:50:00,2026-05-22 00:35:00,37241800,32479505,4762295,2026-05-17 05:04:50
SUB_339381EB,2026-05-20 19:28:00,2026-05-20 21:01:00,111224729,108664335,2560394,2026-05-17 05:04:50
SUB_768345F6,2026-05-21 14:09:00,2026-05-21 16:09:00,36806038,36607394,198644,2026-05-17 05:04:50
SUB_A1383BB7,2026-05-17 22:39:00,2026-05-18 00:27:00,115077546,107341907,7735639,2026-05-17 05:04:50
SUB_D3DFA2F0,2026-05-20 13:38:00,2026-05-20 14:00:00,105876459,102033664,3842795,2026-05-17 05:04:50
SUB_705A5661,2026-05-18 03:06:00,2026-05-18 04:01:00,88348855,82045660,6303195,2026-05-17 05:04:50
SUB_7218933C,2026-05-20 09:19:00,2026-05-20 10:05:00,100888553,95037971,5850582,2026-05-17 05:04:50
SUB_CBB1AED0,2026-05-16 23:14:00,2026-05-17 00:40:00,83172887,73672227,9500660,2026-05-17 05:04:50
SUB_C814CE06,2026-05-19 02:13:00,2026-05-19 04:11:00,118445752,118395852,49900,2026-05-17 05:04:50
SUB_2A4C73F5,2026-05-17 01:14:00,2026-05-17 01:54:00,72062208,66657627,5404581,2026-05-17 05:04:50
SUB_718397CA,2026-05-16 11:44:00,2026-05-16 11:52:00,35141765,26300193,8841572,2026-05-17 05:04:50
SUB_BE4DE22B,2026-05-22 14:50:00,2026-05-22 17:03:00,86117720,77333942,8783778,2026-05-17 05:04:50
SUB_692D7D22,2026-05-16 23:03:00,2026-05-17 00:17:00,25952390,16539535,9412855,2026-05-17 05:04:50
SUB_AFBD0939,2026-05-19 13:23:00,2026-05-19 15:17:00,100900443,97558665,3341778,2026-05-17 05:04:50
SUB_5D28F217,2026-05-17 05:35:00,2026-05-17 07:43:00,79175357,74419813,4755544,2026-05-17 05:04:50
SUB_7218933C,2026-05-20 03:57:00,2026-05-20 06:55:00,91236499,89079442,2157057,2026-05-17 05:04:50
SUB_80171029,2026-05-18 18:09:00,2026-05-18 19:32:00,73859466,64254497,9604969,2026-05-17 05:04:50
SUB_C93B82A3,2026-05-17 04:41:00,2026-05-17 07:20:00,62997886,57053144,5944742,2026-05-17 05:04:50
SUB_8BEBFAA0,2026-05-22 07:57:00,2026-05-22 08:43:00,80472149,74364059,6108090,2026-05-17 05:04:50
SUB_C2DA0D2F,2026-05-23 05:19:00,2026-05-23 05:49:00,73342626,71527126,1815500,2026-05-17 05:04:50
SUB_CBB1AED0,2026-05-18 13:53:00,2026-05-18 15:52:00,84987010,78989657,5997353,2026-05-17 05:04:50
SUB_C288C510,2026-05-17 05:49:00,2026-05-17 07:04:00,105158962,103532433,1626529,2026-05-17 05:04:50
SUB_17963822,2026-05-20 03:25:00,2026-05-20 04:30:00,120540625,115412746,5127879,2026-05-17 05:04:50
SUB_308131EA,2026-05-23 02:11:00,2026-05-23 04:20:00,51310915,43963426,7347489,2026-05-17 05:04:50
SUB_734C7E29,2026-05-23 05:27:00,2026-05-23 08:02:00,104673182,100044652,4628530,2026-05-17 05:04:50
SUB_D7791E4A,2026-05-23 04:52:00,2026-05-23 07:15:00,111193015,102677776,8515239,2026-05-17 05:04:50
SUB_A791FFC1,2026-05-21 07:58:00,2026-05-21 09:28:00,55204496,53541522,1662974,2026-05-17 05:04:50
SUB_86C7538C,2026-05-17 20:00:00,2026-05-17 20:51:00,47222569,37242289,9980280,2026-05-17 05:04:50
SUB_8362D113,2026-05-16 19:58:00,2026-05-16 21:16:00,76099741,70939302,5160439,2026-05-17 05:04:50
SUB_2A4C73F5,2026-05-21 14:16:00,2026-05-21 17:11:00,96369721,89999274,6370447,2026-05-17 05:04:50
SUB_5ED67281,2026-05-18 23:42:00,2026-05-19 00:06:00,44426856,43169344,1257512,2026-05-17 05:04:50
SUB_C93B82A3,2026-05-22 20:45:00,2026-05-22 23:31:00,73485315,71829164,1656151,2026-05-17 05:04:50
